paper_id,ambiguous_group,author_name,coauthors,title,abstract,keywords,venue,year,ground_truth_label,source_dataset
P1-2470,Kai Xu,Kai Xu,Jian Zhang; Nabil Simaan; Spiros Manolidis,A Pilot Study of Robot-Assisted Cochlear Implant Surgery Using Steerable Electrode Arrays,"This paper presents results of a pilot study evaluating the efficacy of robotic assistance using novel steerable electrode arrays for cochlear implant surgery. The current surgical setup of cochlear implant surgery is briefly re- viewed and its limitations are highlighted. In an effort to reduce trauma to the structure of the cochlea, the kinematics and path planning for novel cochlear",Distance Metric; Experimental Validation; Path Planning; Pilot Study; Cochlear Implant,Medical Image Computing and Computer-Assisted Intervention,2006,Kai_Xu-478,DBLP_expanded_668
P1-2471,Kai Xu,Kai Xu,Nabil Simaan; Wei Wei; Ankur Kapoor; Peter Kazanzides; Russell H. Taylor; Paul Flint,Design and Integration of a Telerobotic System for Minimally Invasive Surgery of the Throat,,Minimal Invasive Surgery,International Journal of Robotic Research,2009,Kai_Xu-478,DBLP_expanded_668
P1-2472,Kai Xu,Kai Xu,Nabil Simaan,An Investigation of the Intrinsic Force Sensing Capabilities of Continuum Robots,,,IEEE Transactions on Robotics,2008,Kai_Xu-478,DBLP_expanded_668
P1-2473,Kai Xu,Kai Xu,Nabil Simaan,Intrinsic Wrench Estimation and Its Performance Index for Multisegment Continuum Robots,,Performance Index,IEEE Transactions on Robotics,2010,Kai_Xu-478,DBLP_expanded_668
P1-2474,Karsten Klein,Karsten Klein,Yun Ding,Model-Driven Application-Level Encryption for the Privacy of E-health Data,,,"Availability, Reliability and Security",2010,Karsten_Klein-480,DBLP_expanded_668
P1-2475,Karsten Schmidt,Karsten Schmidt,Theo Härder,Tailor-Made Native XML Storage Structures,"Automatically choosing suitable native storage structures for XML doc- uments arriving at the XML DBMS is a challenging task for its storage manager. While some of the critical parameters require pre-specification, others can be deter- mined by pre-analysis or sampling of the incoming document or by just making ex- perience-driven ""educated guesses"". In this paper, we discuss approaches to achieve",Adaptive Behavior; Age Structure; Critical Parameter; Data Model; Storage Management; Tree Structure; Xml Document,Advances in Databases and Information Systems,2007,Karsten_Schmidt-481,DBLP_expanded_668
P1-2476,Karsten Schmidt,Karsten Schmidt,Theo Härder; Yi Ou; Sebastian Bächle,Towards Flash Disk Use in Databases - Keeping Performance While Saving Energy?,,,"Datenbanksysteme in B��ro, Technik und Wissenschaft(German Database Conference)",2009,Karsten_Schmidt-481,DBLP_expanded_668
P1-2477,Karsten Schmidt,Karsten Schmidt,Martin Lühring; Kai-Uwe Sattler; Eike Schallehn,Autonomes Index Tuning - DBMS-integrierte Verwaltung von Soft Indexen,"Das Self Management in DBMS, und das Self Tuning als wichtiger Teil davon, gewinnt auf Grund der wachsenden Komplexität von Systemen und Anwen- dungen und den daraus resultierenden steigenden Betriebskosten zunehmend an Be- achtung. Der Stand der Technik bezüglich des Index Tunings sind Administrations- Tools, die aus einem gegebenen Workload eine empfohlene Indexkonfiguration ab- leiten. Diese muss jedoch bei Änderungen",Indexation,"Datenbanksysteme in B��ro, Technik und Wissenschaft(German Database Conference)",2007,Karsten_Schmidt-481,DBLP_expanded_668
P1-2478,Karsten Schmidt,Karsten Schmidt,Theo Härder,An Adaptive Storage Manager for XML Documents,"Effective and efficient management and manipulation of XML docu- ments requires stable decisions at the time a document enters the XML DBMS to provide for storage structures which are adjusted to the document characteristics and which reflect the future processing needs. While some of the critical parameters re- quire a kind of pre-specification, others can be determined by pre-analysis or",Adaptive Behavior; Age Structure; Critical Parameter; Indexation; Storage Management; Xml Document,"Datenbanksysteme in B��ro, Technik und Wissenschaft(German Database Conference)",2007,Karsten_Schmidt-481,DBLP_expanded_668
P1-2479,Karsten Schmidt,Karsten Schmidt,Yi Ou; Theo Härder,The promise of solid state disks: increasing efficiency and reducing cost of DBMS processing,"Most database systems (DBMSs) today are operating on servers equipped with magnetic disks. In our contribution, we want to motivate the use of two emerging and striking technologies, namely native XML DBMSs (XDBMSs for short) and solid state disks. In this context, the traditional read/write model optimized by a sophisticated cache hierarchy and the IO cost model for databases needs",Cost Model; Data Center; Database System; Energy Consumption; Energy Efficient; Energy Use; Xml Document,Canadian Conference on Computer Science & Software Engineering,2009,Karsten_Schmidt-481,DBLP_expanded_668
P1-2480,Karsten Schmidt,Karsten Schmidt,Sebastian Bächle; Theo Härder,Benchmarking Performance-Critical Components in a Native XML Database System,,Native Xml Database,Database Systems for Advanced Applications,2009,Karsten_Schmidt-481,DBLP_expanded_668
P1-2481,Karsten Schmidt,Karsten Schmidt,Yi Ou,Adaptive Resource Management in a Native XDBMS,,Adaptive Resource Management,Workshop Grundlagen von Datenbanken,2008,Karsten_Schmidt-481,DBLP_expanded_668
P1-2482,Karsten Schmidt,Karsten Schmidt,Martin Lühring; Kai-Uwe Sattler; Eike Schallehn,Autonomous Management of Soft Indexes,"In recent years the support for index tuning as part of physical database design has gained focus in research and product development, which resulted in index and design advisors. Nevertheless, these tools provide a one-off so- lution for a continuous task and are not deeply integrated with the DBMS functionality by only applying the query optimizer for index recommendation and",Indexation; Physical Database Design; Product Development; Profitability; Query Optimization; Query Processing; Index Selection Problem; On The Fly,International Conference on Data Engineering,2007,Karsten_Schmidt-481,DBLP_expanded_668
P1-2483,Karsten Schmidt,Karsten Schmidt,Theo Härder; Joachim Klein; Steffen Reithermann,Green Computing - A Case for Data Caching and Flash Disks?,"Green computing or energy saving when processing information is primarily considered a task of processor development. However, this position paper advocates that a holistic approach is necessary to reduce power consumption to a minimum. We discuss the potential of integrating NAND flash memory into DB-based ar- chitectures and its support by adjusted DBMS algorithms governing IO processing. The goal is",Cache Management; Data Cache; Energy Efficient; Energy Saving; Flash Memory; Holistic Approach; Nand Flash Memory; Power Consumption,International Conference on Enterprise Information Systems,2008,Karsten_Schmidt-481,DBLP_expanded_668
P1-2484,Karsten Schmidt,Karsten Schmidt,Theo Härder; Christian Mathis,Comparison of Complete and Elementless Native Storage of XML Documents,"Because XML documents tend to be very large, are accessed by declarative and navigational languages, and often are processed in a collaborative way using read/write transactions, their fine-grained storage and management in XML DBMSs is a must for which, in turn, a flexible and space-economic tree representation is mandatory. In this paper, we explore a variety of options to natively",Empirical Study; Indexation; Language Model; Xml Document,International Database Engineering and Application Symposium,2007,Karsten_Schmidt-481,DBLP_expanded_668
P1-2485,Karsten Schmidt,Karsten Schmidt,Theo Härder,Usage-driven storage structures for native XML databases,"There are numerous and influential parameters associated with the selection of suitable native storage structures for XML documents within an XML DBMS. The most important parameters are related to node labeling, path synopsis, document container layout, indexing, and text compression. While node labeling and the presence of a path synopsis greatly determine flexibility and efficiency of the entire DBMS-internal XML",Document Processing; Native Xml Database; Storage Management; Text Compression; Xml Database; Xml Document; Encoding Decoding,International Database Engineering and Application Symposium,2008,Karsten_Schmidt-481,DBLP_expanded_668
P1-2486,Karsten Schmidt,Karsten Schmidt,Max Brunner; Martin Jung; Detlef Kips,Fallstudie zur Modellierung von Software-Entwicklungsprozessen auf Basis von SPEM 2.0,,,Software Engineering,2008,Karsten_Schmidt-481,DBLP_expanded_668
P1-2487,Karsten Schmidt,Karsten Schmidt,Theo Härder; Christian Mathis; Sebastian Bächle; Andreas M. Weiner,Essential Performance Drivers in Native XML DBMSs,,,Conference on Current Trends in Theory and Practice of Informatics,2010,Karsten_Schmidt-481,DBLP_expanded_668
P1-2488,Karsten Schmidt,Karsten Schmidt,Christian Mathis; Theo Härder,Storing and indexing XML documents upside down,,Indexation; Xml Document,Informatik - Forschung Und Entwicklung,2009,Karsten_Schmidt-481,DBLP_expanded_668
P1-2489,Karsten Schmidt,Karsten Schmidt,Stephan Roch,On the Step Explosion Problem,,,Application and Theory of Petri Nets,2006,Karsten_Schmidt-482,DBLP_expanded_668
P1-2490,Karsten Schmidt,Karsten Schmidt,,LoLA: A Low Level Analyser,,,Application and Theory of Petri Nets,2000,Karsten_Schmidt-482,DBLP_expanded_668
P1-2491,Karsten Schmidt,Karsten Schmidt,,Parameterized Reachability Trees for Algebraic Petri Nets,,petri net,Application and Theory of Petri Nets,1995,Karsten_Schmidt-482,DBLP_expanded_668
P1-2492,Karsten Schmidt,Karsten Schmidt,,"Siphons, Traps and High-Level Nets with Infinite Color Domains",,,Application and Theory of Petri Nets,1997,Karsten_Schmidt-482,DBLP_expanded_668
P1-2493,Karsten Schmidt,Karsten Schmidt,,Verification of Siphons and Traps for Algebraic Petri Nets,,petri net,Application and Theory of Petri Nets,1997,Karsten_Schmidt-482,DBLP_expanded_668
P1-2494,Karsten Schmidt,Karsten Schmidt,,Stubborn Sets for Standard Properties,,,Application and Theory of Petri Nets,1999,Karsten_Schmidt-482,DBLP_expanded_668
P1-2495,Karsten Schmidt,Karsten Schmidt,,LoLA wird Pfadfinder,,,Algorithmen und Werkzeuge f��r Petrinetze,1999,Karsten_Schmidt-482,DBLP_expanded_668
P1-2496,Karsten Schmidt,Karsten Schmidt,Sebastian Hinz; Christian Stahl,Transforming BPEL to Petri Nets,"We present a Petri net semantics for the Business Process Execution Language for Web Services (BPEL). Our semantics covers the standard behaviour of BPEL as well as the exceptional behaviour (e.g. faults, events, compensation). The semantics is implemented as a parser that translates BPEL specications into the input language of the Petri net model checking tool LoLA. We demonstrate that",Business Process Model; Formal Model; Model Checking; Process Management; Web Service; Business Process Execution Language; petri net,Business Process Management,2005,Karsten_Schmidt-482,DBLP_expanded_668
P1-2497,Karsten Schmidt,Karsten Schmidt,,Distributed verification with LoLA,,,Entwicklungsmethoden f��r Informationssysteme und deren Anwendung,2002,Karsten_Schmidt-482,DBLP_expanded_668
P1-2498,Karsten Schmidt,Karsten Schmidt,,Controllability of Open Workflow Nets,"An open workflow net is basically a workflow net extended with a message passing interface. Open workflow nets are adequate mod- els for services or parts of inter-organizational business processes. We in- vestigate the problem of controllability, a natural counterpart of sound- ness in classical workflow nets (as studied by van der Aalst). We dis- tinguish centralized, distributed, and local",Business Process; Message Passing Interface,Entwicklungsmethoden f��r Informationssysteme und deren Anwendung,2005,Karsten_Schmidt-482,DBLP_expanded_668
P1-2499,Karsten Schmidt,Karsten Schmidt,Farn Wang,Symmetric Symbolic Safety-Analysis of Concurrent Software with Pointer Data Structures,,Data Structure; Safety Analysis,Formal Techniques for Networked and Distributed Systems,2002,Karsten_Schmidt-482,DBLP_expanded_668
P1-2500,Karsten Schmidt,Karsten Schmidt,Mirjam Minor,Automatic Transformation and Enlargement of Similarity Models for Case-Based Reasoning,,Case Base Reasoning,Modellierung,2006,Karsten_Schmidt-482,DBLP_expanded_668
P1-2501,Karsten Schmidt,Karsten Schmidt,Peter Massuthe,Operating Guidelines - an Automata-Theoretic Foundation for the Service-Oriented Architecture,,Service Oriented Architecture; Theoretical Foundation,International Conference on Quality Software,2005,Karsten_Schmidt-482,DBLP_expanded_668
P1-2502,Karsten Schmidt,Karsten Schmidt,,Integrating Low Level Symmetries into Reachability Analysis,,reachability analysis,Tools and Algorithms for Construction and Analysis of Systems,2000,Karsten_Schmidt-482,DBLP_expanded_668
P1-2503,Karsten Schmidt,Karsten Schmidt,,Using Petri Net Invariants in State Space Construction,,State Space; petri net,Tools and Algorithms for Construction and Analysis of Systems,2003,Karsten_Schmidt-482,DBLP_expanded_668
P1-2504,Karsten Schmidt,Karsten Schmidt,,Automated Generation of a Progress Measure for the Sweep-Line Method,,,Tools and Algorithms for Construction and Analysis of Systems,2004,Karsten_Schmidt-482,DBLP_expanded_668
P1-2505,Karsten Schmidt,Karsten Schmidt,,How to Calculate Symmetries of Petri Nets,,Symmetry Group; petri net,Acta Informatica,2000,Karsten_Schmidt-482,DBLP_expanded_668
P1-2506,Karsten Schmidt,Karsten Schmidt,Bernd-Holger Schlingloff; Axel Martens,Modeling and Model Checking Web Services,"We give an overview on web services and the web service technology stack. We then show how to build Petri net models of web services formulated in the specification language BPEL4WS. We define an abstract correctness criterion for these models and study the automated verification according to this criterion. Finally, we relate correctness of web service models to the model",Automated Verification; Model Checking; Service Model; Service Oriented Architecture; Specification Language; Temporal Logic; Web Service; petri net,Electronic Notes in Theoretical Computer Science,2005,Karsten_Schmidt-482,DBLP_expanded_668
P1-2507,Karsten Schmidt,Karsten Schmidt,,Model-Checking with Coverability Graphs,,Model Checking,Formal Methods in System Design,1999,Karsten_Schmidt-482,DBLP_expanded_668
P1-2508,Karsten Schmidt,Karsten Schmidt,,Stubborn Sets for Model Checking the EF/AG Fragment of CTL,,Model Checking,Fundamenta Informaticae,2000,Karsten_Schmidt-482,DBLP_expanded_668
P1-2509,Karsten Schmidt,Karsten Schmidt,,Narrowing Petri Net State Spaces Using the State Equation,,State Space; petri net,Fundamenta Informaticae,2001,Karsten_Schmidt-482,DBLP_expanded_668
P1-2510,Karsten Schmidt,Karsten Schmidt,,Distributed Verification with LoLA,"We report work in progress on a distributed version of explicit state space generation in the Petri net verification tool LoLA. We propose a data structure where all available memory of all involved workstations can be fully exploited, and load balancing actions are possible at any time while the verification is running. It is even possible to extend the set",Data Structure; Load Balance; State Space; petri net; Work In Progress,Fundamenta Informaticae,2003,Karsten_Schmidt-482,DBLP_expanded_668
P1-2511,Karsten Schmidt,Karsten Schmidt,Wolfgang Reisig; Christian Stahl,Kommunizierende Workflow-Services modellieren und analysieren,,,Informatik - Forschung Und Entwicklung,2005,Karsten_Schmidt-482,DBLP_expanded_668
P1-2512,Karsten Schmidt,Karsten Schmidt,,Automated generation of a progress measure for the sweep-line method,,,International Journal on Software Tools for Technology Transfer,2006,Karsten_Schmidt-482,DBLP_expanded_668
P1-2513,Karsten Schmidt,Karsten Schmidt,Farn Wang; Fang Yu; Geng-Dian Huang; Bow-Yaw Wang,BDD-Based Safety-Analysis of Concurrent Software with Pointer Data Structures Using Graph Automorphism Symmetry Reduction,,Data Structure; Graph Automorphism; Safety Analysis,IEEE Transactions on Software Engineering,2004,Karsten_Schmidt-482,DBLP_expanded_668
P1-2514,Karthik Raman,Karthik Raman,Nagasuma Chandra,Flux balance analysis of biological systems: applications and challenges,,Biological Systems; Flux Balance Analysis,Briefings in Bioinformatics,2009,Karthik_Raman-483,DBLP_expanded_668
P1-2515,Kaushik Ghosh,Kaushik Ghosh,Sarbani Roy; Pradip K. Das,An Alternative Approach to Find the Fermat Point of a Polygonal Geographic Region for Energy Efficient Geocast Routing Protocols: Global Minima Scheme,,Energy Efficient; Routing Protocol,IEEE Network,2009,Kaushik_Ghosh-484,DBLP_expanded_668
P1-2516,Kaushik Roy,Kaushik Roy,Prabir Bhattacharya,Improving Features Subset Selection Using Genetic Algorithms for Iris Recognition,,Feature Subset Selection; Iris Recognition,Artificial Neural Networks in Pattern Recognition,2008,Kaushik_Roy-485,DBLP_expanded_668
P1-2517,Kaushik Roy,Kaushik Roy,Prabir Bhattacharya,Iris Recognition with Support Vector Machines,,Iris Recognition; Support Vector Machine,International Conference on Biometrics,2006,Kaushik_Roy-485,DBLP_expanded_668
P1-2518,Kaushik Roy,Kaushik Roy,Prabir Bhattacharya,Collarette Area Localization and Asymmetrical Support Vector Machines for Efficient Iris Recognition,,Iris Recognition; Support Vector Machine,International Conference on Image Analysis and Processing,2007,Kaushik_Roy-485,DBLP_expanded_668
P1-2519,Kaushik Roy,Kaushik Roy,Prabir Bhattacharya,Iris Recognition Based on Zigzag Collarette Region and Asymmetrical Support Vector Machines,,Iris Recognition; Support Vector Machine,International Conference on Image Analysis and Recognition,2007,Kaushik_Roy-485,DBLP_expanded_668
P1-2520,Kaushik Roy,Kaushik Roy,Prabir Bhattacharya,Optimal Features Subset Selection Using Genetic Algorithms for Iris Recognition,,Feature Subset Selection; Iris Recognition,International Conference on Image Analysis and Recognition,2008,Kaushik_Roy-485,DBLP_expanded_668
P1-2521,Kaushik Roy,Kaushik Roy,Prabir Bhattacharya,Level Set Approaches and Adaptive Asymmetrical SVMs Applied for Nonideal Iris Recognition,,Iris Recognition; level-set approach,International Conference on Image Analysis and Recognition,2009,Kaushik_Roy-485,DBLP_expanded_668
P1-2522,Kaushik Roy,Kaushik Roy,Prabir Bhattacharya; Ching Y. Suen,Unideal Iris Segmentation Using Region-Based Active Contour Model,,Active Contour Model,International Conference on Image Analysis and Recognition,2010,Kaushik_Roy-485,DBLP_expanded_668
P1-2523,Kaushik Roy,Kaushik Roy,Prabir Bhattacharya,Adaptive asymmetrical SVM and genetic algorithms based iris recognition,,Genetic Algorithm; Iris Recognition,International Conference on Pattern Recognition,2008,Kaushik_Roy-485,DBLP_expanded_668
P1-2524,Kaushik Roy,Kaushik Roy,Ching Y. Suen; Prabir Bhattacharya,Segmentation of Unideal Iris Images Using Game Theory,,Game Theory,International Conference on Pattern Recognition,2010,Kaushik_Roy-485,DBLP_expanded_668
P1-2525,Kaushik Roy,Kaushik Roy,Prabir Bhattacharya,Nonideal Iris Recognition Using Level Set Approach and Coalitional Game Theory,,coalitional games; Iris Recognition; level-set approach,International Conference on Computer Vision Systems,2009,Kaushik_Roy-485,DBLP_expanded_668
P1-2526,Kaushik Roy,Kaushik Roy,Prabir Bhattacharya,Iris Recognition in Nonideal Situations,,Iris Recognition,Information Security Conference/Information Security Workshop,2009,Kaushik_Roy-485,DBLP_expanded_668
P1-2527,Kaushik Roy,Kaushik Roy,Prabir Bhattacharya,Application of Multi-objective Genetic Algorithm and asymmetrical Support Vector Machine to improve the reliability of an iris recognition system,,Iris Recognition; Multi Objective Genetic Algorithm; Support Vector Machine,"IEEE International Conference on Systems, Man, and Cybernetics",2007,Kaushik_Roy-485,DBLP_expanded_668
P1-2528,Kazuhiro Ogata,Kazuhiro Ogata,Tian Song; Kosuke Saito; Takashi Shimamoto,Adaptive Search Range Motion Estimation Algorithm for H.264/AVC,,Motion Estimation,IEEE International Symposium on Circuits and Systems,2007,Kazuhiro_Ogata-486,DBLP_expanded_668
P1-2529,Ke Chen,Ke Chen,,Speaker Modeling with Various Speech Representations,,,International Conference on Biometric Authentication,2004,Ke_Chen-487,DBLP_expanded_668
P1-2530,Ke Chen,Ke Chen,,Boosting Input/Output Hidden Markov Models for Sequence Classification,,Hidden Markov Model; Input Output,International Conference on Natural Computation,2005,Ke_Chen-487,DBLP_expanded_668
P1-2531,Ke Chen,Ke Chen,Sunny Yeung,Personalized News Reading via Hybrid Learning,,Hybrid Learning,Intelligent Data Engineering and Automated Learning,2004,Ke_Chen-487,DBLP_expanded_668
P1-2532,Ke Chen,Ke Chen,Huasheng Chen,A model-directed image understanding system for computer vision,"An important research topic in AI is the discovery of constraints. As constraints. In this paper, we present a model-directed image understanding prototype to support computer vision, which can recover constraints of an image by means of the spatial relation and spatial reasoning. according to a model. In the prototype, an object is viewed as an arrangement of two types",Computer Vision; Image Understanding; Knowledge Base; Knowledge Representation; Spatial Reasoning; Spatial Relation; Top Down,Industrial and Engineering Applications of Artificial Intelligence and Expert Systems,1990,Ke_Chen-487,DBLP_expanded_668
P1-2533,Ke Chen,Ke Chen,Shihai Wang,Ensemble Learning with Active Data Selection for Semi-Supervised Pattern Classification,,Ensemble Learning; Pattern Classification,IJCNN,2007,Ke_Chen-487,DBLP_expanded_668
P1-2534,Ke Chen,Ke Chen,Lan Wang; Huisheng Chi,Capture Inter-Speaker Information with a Neural Network for Speaker Identification,,Speaker Identification; Neural Network,IJCNN,2000,Ke_Chen-487,DBLP_expanded_668
P1-2535,Ke Chen,Ke Chen,Yun Yang,An Ensemble of Competitive Learning Networks with Different Representations for Temporal Data Clustering,,Competitive Learning; Temporal Data,IJCNN,2006,Ke_Chen-487,DBLP_expanded_668
P1-2536,Ke Chen,Ke Chen,Ting-Yao Wu; Lie Lu; Hongjiang Zhang,Universal Background Models for Real-time Speaker Change Detection,"This paper addresses the problem of real-time speaker change detection in TV news broadcast, in which no prior knowledge on speakers is assumed. To enhance the effect of the reliable frames in a speech stream, we propose a new approach to feature categorization based on Gaussian Mixture Model - Universal Background Model (GMM-UBM). The feature vectors are categorized into three",Change Detection; Distance Measure; Feature Vector; Gaussian Mixture Model; Prior Knowledge; Real Time; Universal Background Model,Multimedia Modeling,2003,Ke_Chen-487,DBLP_expanded_668
P1-2537,Ke Chen,Ke Chen,Shihai Wang,Regularized Boost for Semi-Supervised Learning,"Semi-supervised inductive learning concerns how to learn a decision rule from a data set containing both labeled and unlabeled data. Several boosting algorithms have been extended to semi-supervised learning with various strategies. To our knowledge, however, none of them takes local smoothness constraints among data into account during ensemble learning. In this paper, we introduce a local smooth- ness regularizer",Cost Function; Decision Rule; Ensemble Learning; Inductive Learning; Semi Supervised Learning; Unlabeled Data,Neural Information Processing Systems,2007,Ke_Chen-487,DBLP_expanded_668
P1-2538,Ke Chen,Ke Chen,Deliang L. Wang,Perceiving without Learning: From Spirals to Inside/Outside Relations,,General Solution; Human Performance; Time Delay; Neural Network,Neural Information Processing Systems,1998,Ke_Chen-487,DBLP_expanded_668
P1-2539,Ke Chen,Ke Chen,Huisheng Chi,A Modular Neural Network Architecture for Pattern Classification Based on Different Feature Sets,"We propose a novel connectionist method for the use of dierent feature sets in pattern classication. Unlike traditional methods, e.g., combination of multiple classiers and use of a composite feature set, our method copes with the problem based on an idea of soft competition on dierent feature sets developed in our earlier work. An alternative modular neural network architecture is",Em Algorithm; Model Selection; Nite Mixture Models; Parameter Estimation; Pattern Classification; Maximum Likelihood; Modular Neural Network,International Journal of Neural Systems,1999,Ke_Chen-487,DBLP_expanded_668
P1-2540,Ke Chen,Ke Chen,Huisheng Chi,A method of combining multiple probabilistic classifiers through soft competition on different feature sets,"A novel method is proposed for combining multiple probabilistic classifiers on di⁄erent feature sets. In order to achieve the improved classification performance, a generalized finite mixture model is proposed as a linear combination scheme and implemented based on radial basis function networks. In the linear combination scheme, soft competition on di⁄erent feature sets is adopted as an automatic feature rank",Combination of Multiple Classifiers; Em Algorithm; Expectation Maximization; Finite Mixture Model; Learning Algorithm; Radial Basis Function Network; Speaker Identification,Neurocomputing,1998,Ke_Chen-487,DBLP_expanded_668
P1-2541,Ke Chen,Ke Chen,Liping Yang; Xiang Yu; Huisheng Chi,A self-generating modular neural network architecture for supervised learning,,Supervised Learning; Modular Neural Network,Neurocomputing,1997,Ke_Chen-487,DBLP_expanded_668
P1-2542,Ke Chen,Ke Chen,Lan Wang; Huisheng Chi,Methods of Combining Multiple Classifiers with Different Features and Their Applications to Text-Independent Speaker Identification,"In practical applications of pattern recognition, there are often different features extracted from raw data which needs recognizing. Methods of combining multiple classifiers with different features are viewed as a general problem in various application areas of pattern recognition. In this paper, a systematic inves- tigation has been made and possible solutions are classified into three frameworks, i.e. linear opinion",Combination of Multiple Classifiers; Em Algorithm; Evidential Reasoning; Feature Extraction; Multiple Classifiers; Pattern Recognition; Speaker Identification; Training Algorithm; Winner Take All; Maximum Likelihood,International Journal of Pattern Recognition and Artificial Intelligence,1997,Ke_Chen-487,DBLP_expanded_668
P1-2543,Ke Chen,Ke Chen,Xiang Yu; Huisheng Chi,Combining Linear Discriminant Functions with Neural Networks for Supervised Learning,"A novel supervised learning method is presented by combining linear discriminant functionswith neural networks. The proposed method results in a tree-structured hybrid architecture. Dueto constructive learning, the binary tree hierarchical architecture is automatically generated by acontrolled growing process for a specific supervised learning task. Unlike the classic decision tree,the linear discriminant functions are merely employed in the intermediate level of",Automatic Generation; Binary Tree; Hybrid Architecture; Supervised Learning; Tree Structure; Decision Tree; Linear Discriminant Function; Neural Network,Neural Computing and Applications,1997,Ke_Chen-487,DBLP_expanded_668
P1-2544,Ke Chen,Ke Chen,Deliang L. Wang,A dynamically coupled neural oscillator network for image segmentation,"We propose a dynamically coupled neural oscillator network for image segmentation. Instead of pair-wise coupling, an ensemble of oscillators coupled in a local region is used for grouping. We introduce a set of neighborhoods to generate dynamical coupling structures associated with a specific oscillator. Based on the proximity and similarity principles, two grouping rules are proposed to explicitly consider the",Image Processing; Image Segmentation; Image Simulation; Neural Oscillator; Noise Removal; Oscillations,Neural Networks,2002,Ke_Chen-487,DBLP_expanded_668
P1-2545,Ke Chen,Ke Chen,Lei Xu; Huishen Chi,Improved learning algorithms for mixture of experts in multiclass classification,"Mixture of experts (ME) is a modular neural network architecture for supervised learning. A double-loop Expectation-Maximization (EM)algorithm has been introduced to the ME architecture for adjusting the parameters and the iteratively reweighted least squares (IRLS)algorithm is used to perform maximization in the inner loop [Jordan, M.I., Jacobs, R.A. (1994). Hierarchical mixture of experts and the EMalgorithm, Neural Computation, 6(2), 181--214].",Em Algorithm; Expectation Maximization; iterative reweighted least squares; Learning Algorithm; Mixture of Experts; multiclass classification; Supervised Learning; Hierarchical Mixture of Experts; Modular Neural Network,Neural Networks,1999,Ke_Chen-487,DBLP_expanded_668
P1-2546,Ke Chen,Ke Chen,Dahong Xie; Huisheng Chi,Text-Dependent Speaker Identification Based on Input/Output HMMs: An Empirical Study,"In this paper, we explore the Input/Output HMM(IOHMM) architecture for a substantial problem, that of text-dependent speaker identification. For subnetworks modeled wi th generalized linear models, we extend the IRLS algorithm to the M-step of the corresponding EM algorithm. Experimental results show that the improved EM algorithm yields significantly faster traini ng than the original one. In com- parison with",Dynamic Program; Em Algorithm; Empirical Study; General Linear Model; Multilayer Perceptron; Speaker Identification; Hidden Markov Model; Input Output,Neural Processing Letters,1996,Ke_Chen-487,DBLP_expanded_668
P1-2547,Ke Chen,Ke Chen,,Adaptive Smoothing via Contextual and Local Discontinuities,,Adaptive Smoothing,IEEE Transactions on Pattern Analysis and Machine Intelligence,2005,Ke_Chen-487,DBLP_expanded_668
P1-2548,Ke Chen,Ke Chen,,"Erratum to ""Adaptive Smoothing via Contextual and Local Discontinuities",,Adaptive Smoothing,IEEE Transactions on Pattern Analysis and Machine Intelligence,2008,Ke_Chen-487,DBLP_expanded_668
P1-2549,Ke Chen,Ke Chen,,Towards better making a decision in speaker verification,,Speaker Verification,Pattern Recognition,2003,Ke_Chen-487,DBLP_expanded_668
P1-2550,Ke Chen,Ke Chen,,A connectionist method for pattern classification with diverse features,"A novel connectionist method is proposed to simultaneously use diverse features in an optimal way for pattern classification. Unlike methods of combining multiple classifiers, a modular neural network architecture is proposed through use of soft competition among diverse features. Parameter estimation in the proposed architecture is treated as a maximum . likelihood problem, and an Expectation-Maximization EM learning algorithm is",Em Algorithm; Expectation Maximization; Learning Algorithm; Mixture of Experts; Multiple Classifiers; Parameter Estimation; Pattern Classification; Speaker Identification; Maximum Likelihood; Modular Neural Network,Pattern Recognition Letters,1998,Ke_Chen-487,DBLP_expanded_668
P1-2551,Ke Chen,Ke Chen,Ting-Yao Wu; Hongjiang Zhang,On the use of nearest feature line for speaker identification,"Abstract Asa new pattern classification method, Nearest Feature Line (NFL) provides an effective wayto tackle the sort of patternrecognition problems where onlylim ited data are",Pattern Classification; Speaker Identification; Nearest Feature Line,Pattern Recognition Letters,2002,Ke_Chen-487,DBLP_expanded_668
P1-2552,Ke Chen,Ke Chen,,On the use of different speech representations for speaker modeling,,,"IEEE Transactions on Systems, Man, and Cybernetics",2005,Ke_Chen-487,DBLP_expanded_668
P1-2553,Ke Chen,Ke Chen,Yun Yang,Combining Competitive Learning Networks of Various Representations for Sequential Data Clustering,"Sequential data clustering provides useful techniques for condensing and summarizing information conveyed in sequential data, which is demanded in various fields ranging from time series analysis to video clip understanding. In this chapter, we propose a novel approach to sequential data clustering by combining multiple competitive learning networks incorporated by various representations of sequential data and thus the clustering will",Cluster Analysis; Competitive Learning; Data Clustering; Data Representation; Ensemble Learning; Feature Space; Model Selection; Number of Clusters; Time Series; Time Series Analysis; Rival Penalized Competitive Learning,,2007,Ke_Chen-487,DBLP_expanded_668
P1-2554,Ke Chen,Ke Chen,Martyn D. Hughes,Efficient parallelization of the iterative solution of a coupled fluid-structure interaction problem,,Fluid Structure Interaction; Iterative Solution,Concurrency and Computation: Practice and Experience,2007,Ke_Chen-488,DBLP_expanded_668
